食品名,エネルギー（kcal）
＜ケーキ・ペストリー類＞　ドーナッツ　ケーキドーナッツ　あん入り　カスタードクリーム,375
＜ケーキ・ペストリー類＞　パイ　パイ皮,373
＜ケーキ・ペストリー類＞　パイ　アップルパイ,294
＜ケーキ・ペストリー類＞　パイ　ミートパイ,381
＜ケーキ・ペストリー類＞　バターケーキ,422
＜ケーキ・ペストリー類＞　ホットケーキ,253
＜ケーキ・ペストリー類＞　ワッフル　カスタードクリーム入り,241
＜ケーキ・ペストリー類＞　ワッフル　ジャム入り,279
＜デザート菓子類＞　カスタードプリン,116
＜デザート菓子類＞　牛乳寒天,61
＜デザート菓子類＞　こんにゃくゼリー,65
＜デザート菓子類＞　ゼリー　オレンジ,80
＜デザート菓子類＞　ゼリー　コーヒー,43
＜デザート菓子類＞　ゼリー　ミルク,103
＜デザート菓子類＞　ゼリー　ワイン,65
＜デザート菓子類＞　ババロア,204
＜ビスケット類＞　ウエハース,439
＜ビスケット類＞　ウエハース　クリーム入り,492
＜ビスケット類＞　クラッカー　オイルスプレークラッカー,481
＜ビスケット類＞　クラッカー　ソーダクラッカー,421
＜ビスケット類＞　サブレ,459
＜ビスケット類＞　中華風クッキー,513
＜ビスケット類＞　ビスケット　ハードビスケット,422
＜ビスケット類＞　ビスケット　ソフトビスケット,512
＜ビスケット類＞　プレッツェル,465
＜ビスケット類＞　リーフパイ,558
＜ビスケット類＞　ロシアケーキ,486
＜スナック類＞　小麦粉あられ,472
＜スナック類＞　コーンスナック,516
＜スナック類＞　ポテトチップス　ポテトチップス,541
＜スナック類＞　ポテトチップス　成形ポテトチップス,515
＜キャンデー類＞　かわり玉,392
＜キャンデー類＞　キャラメル,426
＜キャンデー類＞　ゼリーキャンデー,334
＜キャンデー類＞　ゼリービーンズ,358
＜キャンデー類＞　ドロップ,389
＜キャンデー類＞　バタースコッチ,414
＜キャンデー類＞　ブリットル,506
＜キャンデー類＞　マシュマロ,324
＜キャンデー類＞　ラムネ,373
＜チョコレート類＞　アーモンドチョコレート,562
＜チョコレート類＞　カバーリングチョコレート,488
＜チョコレート類＞　ホワイトチョコレート,588
＜チョコレート類＞　ミルクチョコレート,550
＜果実菓子類＞　マロングラッセ,303
＜チューインガム類＞　板ガム,388
＜チューインガム類＞　糖衣ガム,390
＜チューインガム類＞　風船ガム,387
＜その他＞　カスタードクリーム,174
＜その他＞　しるこ　こしあん,211
＜その他＞　しるこ　つぶしあん,179
＜その他＞　チョコレートクリーム,481
＜アルコール飲料類＞　（醸造酒類）　清酒　普通酒,107
＜アルコール飲料類＞　（醸造酒類）　清酒　純米酒,102
＜アルコール飲料類＞　（醸造酒類）　清酒　本醸造酒,106
＜アルコール飲料類＞　（醸造酒類）　清酒　吟醸酒,103
＜アルコール飲料類＞　（醸造酒類）　清酒　純米吟醸酒,102
＜アルコール飲料類＞　（醸造酒類）　ビール　淡色,39
＜アルコール飲料類＞　（醸造酒類）　ビール　黒,45
＜アルコール飲料類＞　（醸造酒類）　ビール　スタウト,62
＜アルコール飲料類＞　（醸造酒類）　発泡酒,44
＜アルコール飲料類＞　（醸造酒類）　ぶどう酒　白,75
＜アルコール飲料類＞　（醸造酒類）　ぶどう酒　赤,68
＜アルコール飲料類＞　（醸造酒類）　ぶどう酒　ロゼ,71
＜アルコール飲料類＞　（醸造酒類）　紹興酒,126
＜アルコール飲料類＞　（蒸留酒類）　しょうちゅう　連続式蒸留しょうちゅう,203
＜アルコール飲料類＞　（蒸留酒類）　しょうちゅう　単式蒸留しょうちゅう,144
＜アルコール飲料類＞　（蒸留酒類）　しょうちゅう　泡盛,206
＜アルコール飲料類＞　（蒸留酒類）　ウイスキー,234
＜アルコール飲料類＞　（蒸留酒類）　ブランデー,234
＜アルコール飲料類＞　（蒸留酒類）　ウオッカ,237
＜アルコール飲料類＞　（蒸留酒類）　ジン,280
＜アルコール飲料類＞　（蒸留酒類）　ラム,237
＜アルコール飲料類＞　（蒸留酒類）　マオタイ酒,317
＜アルコール飲料類＞　（混成酒類）　梅酒,155
＜アルコール飲料類＞　（混成酒類）　合成清酒,108
＜アルコール飲料類＞　（混成酒類）　白酒,236
＜アルコール飲料類＞　（混成酒類）　みりん　本みりん,241
＜アルコール飲料類＞　（混成酒類）　みりん　本直し,179
＜アルコール飲料類＞　（混成酒類）　薬味酒,181
＜アルコール飲料類＞　（混成酒類）　キュラソー,319
＜アルコール飲料類＞　（混成酒類）　スイートワイン,125
＜アルコール飲料類＞　（混成酒類）　ペパーミント,300
＜アルコール飲料類＞　（混成酒類）　ベルモット　甘口タイプ,151
＜アルコール飲料類＞　（混成酒類）　ベルモット　辛口タイプ,113
＜アルコール飲料類＞　（混成酒類）　缶チューハイ　レモン風味,51
＜茶類＞　（緑茶類）　玉露　茶,241
＜茶類＞　（緑茶類）　玉露　浸出液,5
＜茶類＞　（緑茶類）　抹茶　茶,237
＜茶類＞　（緑茶類）　せん茶　茶,229
＜茶類＞　（緑茶類）　せん茶　浸出液,2
＜茶類＞　（緑茶類）　かまいり茶　浸出液,1
＜茶類＞　（緑茶類）　番茶　浸出液,0
＜茶類＞　（緑茶類）　ほうじ茶　浸出液,0
＜茶類＞　（緑茶類）　玄米茶　浸出液,0
＜茶類＞　（発酵茶類）　ウーロン茶　浸出液,0
＜茶類＞　（発酵茶類）　紅茶　茶,234
＜茶類＞　（発酵茶類）　紅茶　浸出液,1
＜コーヒー・ココア類＞　コーヒー　浸出液,4
＜コーヒー・ココア類＞　コーヒー　インスタントコーヒー,287
＜コーヒー・ココア類＞　コーヒー　コーヒー飲料　乳成分入り　加糖,38
＜コーヒー・ココア類＞　ココア　ピュアココア,386
＜コーヒー・ココア類＞　ココア　ミルクココア,400
＜その他＞　青汁　ケール,312
＜その他＞　甘酒,76
＜その他＞　昆布茶,173
＜その他＞　スポーツドリンク,21
＜その他＞　（炭酸飲料類）　果実色飲料,51
＜その他＞　（炭酸飲料類）　コーラ,46
＜その他＞　（炭酸飲料類）　サイダー,41
＜その他＞　（炭酸飲料類）　ビール風味炭酸飲料,5
＜その他＞　なぎなたこうじゅ　浸出液,0
＜その他＞　麦茶　浸出液,1
＜調味料類＞　（ウスターソース類）　ウスターソース,117
＜調味料類＞　（ウスターソース類）　中濃ソース,129
＜調味料類＞　（ウスターソース類）　濃厚ソース,130
＜調味料類＞　（ウスターソース類）　お好み焼きソース,144
＜調味料類＞　（辛味調味料類）　トウバンジャン,49
＜調味料類＞　（辛味調味料類）　チリペッパーソース,58
＜調味料類＞　（辛味調味料類）　ラー油,887
＜調味料類＞　（しょうゆ類）　こいくちしょうゆ,76
＜調味料類＞　（しょうゆ類）　こいくちしょうゆ　減塩,68
＜調味料類＞　（しょうゆ類）　うすくちしょうゆ,60
＜調味料類＞　（しょうゆ類）　うすくちしょうゆ　低塩,77
＜調味料類＞　（しょうゆ類）　たまりしょうゆ,111
＜調味料類＞　（しょうゆ類）　さいしこみしょうゆ,101
＜調味料類＞　（しょうゆ類）　しろしょうゆ,86
＜調味料類＞　（しょうゆ類）　だししょうゆ,39
＜調味料類＞　（しょうゆ類）　照りしょうゆ,172
＜調味料類＞　（食塩類）　食塩,0
＜調味料類＞　（食塩類）　並塩,0
＜調味料類＞　（食塩類）　減塩タイプ食塩　調味料含む,50
＜調味料類＞　（食塩類）　減塩タイプ食塩　調味料不使用,0
＜調味料類＞　（食塩類）　精製塩　家庭用,0
＜調味料類＞　（食塩類）　精製塩　業務用,0
＜調味料類＞　（食酢類）　黒酢,54
＜調味料類＞　（食酢類）　穀物酢,25
＜調味料類＞　（食酢類）　米酢,46
＜調味料類＞　（食酢類）　果実酢　バルサミコ酢,99
＜調味料類＞　（食酢類）　果実酢　ぶどう酢,22
＜調味料類＞　（食酢類）　果実酢　りんご酢,26
＜調味料類＞　（だし類）　あごだし,0
＜調味料類＞　（だし類）　かつおだし　荒節,2
＜調味料類＞　（だし類）　かつおだし　本枯れ節,2
＜調味料類＞　（だし類）　昆布だし　水出し,4
＜調味料類＞　（だし類）　昆布だし　煮出し,5
＜調味料類＞　（だし類）　かつお・昆布だし　荒節・昆布だし,2
＜調味料類＞　（だし類）　かつお・昆布だし　本枯れ節・昆布だし,2
＜調味料類＞　（だし類）　しいたけだし,4
＜調味料類＞　（だし類）　煮干しだし,1
＜調味料類＞　（だし類）　鶏がらだし,7
＜調味料類＞　（だし類）　中華だし,3
＜調味料類＞　（だし類）　洋風だし,6
＜調味料類＞　（だし類）　固形ブイヨン,233
＜調味料類＞　（だし類）　顆粒おでん用,166
＜調味料類＞　（だし類）　顆粒中華だし,210
＜調味料類＞　（だし類）　顆粒和風だし,223
＜調味料類＞　（だし類）　なべつゆ　ストレート　しょうゆ味,20
＜調味料類＞　（だし類）　めんつゆ　ストレート,44
＜調味料類＞　（だし類）　めんつゆ　二倍濃縮,71
＜調味料類＞　（だし類）　めんつゆ　三倍濃縮,98
＜調味料類＞　（だし類）　ラーメンスープ　濃縮　しょうゆ味　ストレートしょうゆ味,157
＜調味料類＞　（だし類）　ラーメンスープ　濃縮　みそ味　ストレートみそ味,187
＜調味料類＞　（調味ソース類）　甘酢,116
＜調味料類＞　（調味ソース類）　エビチリの素,54
＜調味料類＞　（調味ソース類）　オイスターソース,105
＜調味料類＞　（調味ソース類）　黄身酢,219
＜調味料類＞　（調味ソース類）　魚醤油　いかなごしょうゆ,64
＜調味料類＞　（調味ソース類）　魚醤油　いしる　（いしり）,67
＜調味料類＞　（調味ソース類）　魚醤油　しょっつる,29
＜調味料類＞　（調味ソース類）　魚醤油　ナンプラー,47
＜調味料類＞　（調味ソース類）　ごま酢,212
＜調味料類＞　（調味ソース類）　ごまだれ,282
＜調味料類＞　（調味ソース類）　三杯酢,85
＜調味料類＞　（調味ソース類）　二杯酢,59
＜調味料類＞　（調味ソース類）　すし酢　ちらし・稲荷用,150
＜調味料類＞　（調味ソース類）　すし酢　にぎり用,70
＜調味料類＞　（調味ソース類）　すし酢　巻き寿司・箱寿司用,107
＜調味料類＞　（調味ソース類）　中華風合わせ酢,153
＜調味料類＞　（調味ソース類）　デミグラスソース,82
＜調味料類＞　（調味ソース類）　テンメンジャン,249
＜調味料類＞　（調味ソース類）　冷やし中華のたれ,114
＜調味料類＞　（調味ソース類）　ホワイトソース,99
＜調味料類＞　（調味ソース類）　ぽん酢しょうゆ,49
＜調味料類＞　（調味ソース類）　ぽん酢しょうゆ　市販品,59
＜調味料類＞　（調味ソース類）　マーボー豆腐の素,115
＜調味料類＞　（調味ソース類）　マリネ液,66
＜調味料類＞　（調味ソース類）　ミートソース,96
＜調味料類＞　（調味ソース類）　焼きそば粉末ソース,248
＜調味料類＞　（調味ソース類）　焼き鳥のたれ,131
＜調味料類＞　（調味ソース類）　焼き肉のたれ,164
＜調味料類＞　（調味ソース類）　みたらしのたれ,127
＜調味料類＞　（調味ソース類）　ゆずこしょう,37
＜調味料類＞　（トマト加工品類）　トマトピューレー,44
＜調味料類＞　（トマト加工品類）　トマトペースト,94
＜調味料類＞　（トマト加工品類）　トマトケチャップ,104
＜調味料類＞　（トマト加工品類）　トマトソース,41
＜調味料類＞　（トマト加工品類）　チリソース,112
＜調味料類＞　（ドレッシング類）　半固形状ドレッシング　マヨネーズ　全卵型,668
＜調味料類＞　（ドレッシング類）　半固形状ドレッシング　マヨネーズ　卵黄型,668
＜調味料類＞　（ドレッシング類）　半固形状ドレッシング　マヨネーズタイプ調味料　低カロリータイプ,262
＜調味料類＞　（ドレッシング類）　分離液状ドレッシング　フレンチドレッシング　分離液状,325
＜調味料類＞　（ドレッシング類）　分離液状ドレッシング　和風ドレッシング　分離液状,179
＜調味料類＞　（ドレッシング類）　分離液状ドレッシング　和風ドレッシングタイプ調味料　ノンオイルタイプ,83
＜調味料類＞　（ドレッシング類）　乳化液状ドレッシング　ごまドレッシング,399
＜調味料類＞　（ドレッシング類）　乳化液状ドレッシング　サウザンアイランドドレッシング,392
＜調味料類＞　（ドレッシング類）　乳化液状ドレッシング　フレンチドレッシング　乳化液状,376
＜調味料類＞　（みそ類）　米みそ　甘みそ,206
＜調味料類＞　（みそ類）　米みそ　淡色辛みそ,182
＜調味料類＞　（みそ類）　米みそ　赤色辛みそ,178
＜調味料類＞　（みそ類）　米みそ　だし入りみそ,167
＜調味料類＞　（みそ類）　米みそ　だし入りみそ　減塩,164
＜調味料類＞　（みそ類）　麦みそ,184
＜調味料類＞　（みそ類）　豆みそ,207
＜調味料類＞　（みそ類）　減塩みそ,190
＜調味料類＞　（みそ類）　即席みそ　粉末タイプ,321
＜調味料類＞　（みそ類）　即席みそ　ペーストタイプ,122
＜調味料類＞　（みそ類）　辛子酢みそ,216
＜調味料類＞　（みそ類）　ごまみそ,245
＜調味料類＞　（みそ類）　酢みそ,211
＜調味料類＞　（みそ類）　練りみそ,267
＜調味料類＞　（ルウ類）　カレールウ,474
＜調味料類＞　（ルウ類）　ハヤシルウ,501
＜調味料類＞　（その他）　お茶漬けの素　さけ,251
＜調味料類＞　（その他）　キムチの素,125
＜調味料類＞　（その他）　酒かす,215
＜調味料類＞　（その他）　即席すまし汁,194
＜調味料類＞　（その他）　ふりかけ　たまご,428
＜調味料類＞　（その他）　みりん風調味料,225
＜調味料類＞　（その他）　料理酒,88
＜香辛料類＞　オールスパイス　粉,364
＜香辛料類＞　オニオンパウダー,363
＜香辛料類＞　からし　粉,435
＜香辛料類＞　からし　練り,314
＜香辛料類＞　からし　練りマスタード,175
＜香辛料類＞　からし　粒入りマスタード,229
＜香辛料類＞　カレー粉,338
＜香辛料類＞　クローブ　粉,398
＜香辛料類＞　こしょう　黒　粉,362
＜香辛料類＞　こしょう　白　粉,376
＜香辛料類＞　こしょう　混合　粉,369
＜香辛料類＞　さんしょう　粉,375
＜香辛料類＞　シナモン　粉,356
＜香辛料類＞　しょうが　粉,365
＜香辛料類＞　しょうが　おろし,41
＜香辛料類＞　セージ　粉,377
＜香辛料類＞　タイム　粉,342
＜香辛料類＞　チリパウダー,374
＜香辛料類＞　とうがらし　粉,412
＜香辛料類＞　ナツメグ　粉,520
＜香辛料類＞　にんにく　ガーリックパウダー　食塩無添加,380
＜香辛料類＞　にんにく　ガーリックパウダー　食塩添加,382
＜香辛料類＞　にんにく　おろし,170
＜香辛料類＞　バジル　粉,307
＜香辛料類＞　パセリ　乾,341
＜香辛料類＞　パプリカ　粉,385
＜香辛料類＞　わさび　粉　からし粉入り,384
＜香辛料類＞　わさび　練り,265
＜その他＞　酵母　パン酵母　圧搾,105
＜その他＞　酵母　パン酵母　乾燥,307
＜その他＞　ベーキングパウダー,150
和風料理　和え物類　青菜の白和え,81
和風料理　和え物類　いんげんのごま和え,77
和風料理　和え物類　わかめとねぎの酢みそ和え,85
和風料理　汁物類　とん汁,26
和風料理　酢の物類　紅白なます,34
和風料理　煮物類　卯の花いり,84
和風料理　煮物類　親子丼の具,101
和風料理　煮物類　牛飯の具,122
和風料理　煮物類　切り干し大根の煮物,48
和風料理　煮物類　きんぴらごぼう,84
和風料理　煮物類　ぜんまいのいため煮,80
和風料理　煮物類　筑前煮,85
和風料理　煮物類　肉じゃが,78
和風料理　煮物類　ひじきのいため煮,75
和風料理　その他　アジの南蛮漬け,109
和風料理　その他　松前漬け　しょうゆ漬,166
洋風料理　カレー類　チキンカレー,131
洋風料理　カレー類　ビーフカレー,119
洋風料理　カレー類　ポークカレー,116
洋風料理　コロッケ類　カニクリームコロッケ,255
洋風料理　コロッケ類　コーンクリームコロッケ,245
洋風料理　コロッケ類　ポテトコロッケ,226
洋風料理　シチュー類　チキンシチュー,124
洋風料理　シチュー類　ビーフシチュー,153
洋風料理　素揚げ類　ミートボール,199
洋風料理　スープ類　かぼちゃのクリームスープ,73
洋風料理　スープ類　コーンクリームスープ　コーンクリームスープ,62
洋風料理　スープ類　コーンクリームスープ　粉末タイプ,425
洋風料理　ハンバーグステーキ類　合いびきハンバーグ,197
洋風料理　ハンバーグステーキ類　チキンハンバーグ,171
洋風料理　ハンバーグステーキ類　豆腐ハンバーグ,142
洋風料理　フライ類　いかフライ,227
洋風料理　フライ類　えびフライ,236
洋風料理　フライ類　白身フライ,299
洋風料理　フライ類　メンチカツ,273
洋風料理　フライ用冷凍食品　いかフライ　冷凍,146
洋風料理　フライ用冷凍食品　えびフライ　冷凍,139
洋風料理　フライ用冷凍食品　コロッケ　クリームコロッケ　冷凍,159
洋風料理　フライ用冷凍食品　コロッケ　ポテトコロッケ　冷凍,157
洋風料理　フライ用冷凍食品　白身フライ　冷凍,148
洋風料理　フライ用冷凍食品　メンチカツ　冷凍,196
洋風料理　その他　えびグラタン,128
洋風料理　その他　えびピラフ,146
中国料理　点心類　ぎょうざ,209
中国料理　点心類　しゅうまい,191
中国料理　点心類　中華ちまき,174
中国料理　菜類　酢豚,77
中国料理　菜類　八宝菜,64
中国料理　菜類　麻婆豆腐,104
韓国料理　和え物類　もやしのナムル,70
